Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
TWO,"Two Harbors Invt Corp",13.24,0.2,+1.53%,13.38,13.14,1832400,2023-09-29
WRBY,"Warby Parker Inc Cl A",13.16,-0.01,-0.08%,13.57,13.15,1831500,2023-09-29
A,"Agilent Technologies",111.82,-0.18,-0.16%,113.17,111.44,1830100,2023-09-29
RYAM,"Rayonier Advanced Materials Inc",3.54,0.05,+1.43%,3.69,3.43,1827900,2023-09-29
AEE,"Ameren Corp",74.83,0.39,+0.52%,75.59,74.45,1826300,2023-09-29
INFN,"Infinera Corp",4.18,0.17,+4.24%,4.24,4.03,1817300,2023-09-29
MCW,"Mister Car Wash Inc",5.51,-0.02,-0.36%,5.7,5.46,1816700,2023-09-29
NIR,"Near Intelligence Inc",0.2449,-0.0152,-5.84%,0.2677,0.2311,1815500,2023-09-29
SEDG,"Solaredge Tech",129.51,-1.23,-0.94%,135.95,128.15,1812400,2023-09-29
STWD,"Starwood Property Trust",19.35,0.06,+0.31%,19.61,19.25,1812000,2023-09-29
ONB,"Old National Bncp",14.54,0.05,+0.35%,14.76,14.48,1811700,2023-09-29
HOLX,"Hologic Inc",69.4,-0.65,-0.93%,70.34,69.29,1809700,2023-09-29
CMA,"Comerica Inc",41.55,0.74,+1.81%,42.36,41.19,1806800,2023-09-29
FTV,"Fortive Corp",74.16,-0.21,-0.28%,75.07,74.03,1806600,2023-09-29
VIV,"Telecomunicacoes DE Sao Paulo ADR",8.55,-0.01,-0.12%,8.7,8.53,1802600,2023-09-29
BHC,"Bausch Health Companies Inc",8.22,-0.02,-0.24%,8.34,8.18,1801900,2023-09-29
Z,"Zillow Group Cl C",46.16,-0.41,-0.88%,47.92,45.91,1801100,2023-09-29
CROX,"Crocs Inc",88.23,2.36,+2.75%,90.63,87.49,1800500,2023-09-29
PCT,"Purecycle Technologies Inc",5.61,0.13,+2.37%,5.8,5.55,1798500,2023-09-29
XRX,"Xerox Corp",15.69,-0.32,-2.00%,16.24,15.68,1798100,2023-09-29
MKUL,"Molekule Group Inc",0.145,0.0089,+6.54%,0.1549,0.1311,1795800,2023-09-29
RCM,"R1 Rcm Inc",15.07,-0.11,-0.72%,15.38,15.04,1791000,2023-09-29
WEN,"Wendys Company",20.41,-0.01,-0.05%,20.64,20.36,1785000,2023-09-29
EPRT,"Essential Properties Realty Trust Inc",21.63,-0.12,-0.55%,22.11,21.45,1780400,2023-09-29
DBX,"Dropbox Inc",27.23,0,0.00%,27.61,27.19,1780100,2023-09-29
TRGP,"Targa Resources",85.72,-1.72,-1.97%,87.43,85.42,1778400,2023-09-29
BDN,"Brandywine Realty Trust",4.54,0,0.00%,4.65,4.47,1777000,2023-09-29
SITC,"Site Centers Corp",12.33,-0.11,-0.88%,12.69,12.2,1776000,2023-09-29
ADMA,"Adma Biologics",3.58,0.04,+1.13%,3.63,3.54,1773300,2023-09-29
FIGS,"Figs Inc Cl A",5.9,0.02,+0.34%,6.1,5.87,1771400,2023-09-29
WPM,"Wheaton Precious Metals",40.55,0.08,+0.20%,41.74,40.28,1771200,2023-09-29
EA,"Electronic Arts Inc",120.4,1.22,+1.02%,120.82,119.64,1770600,2023-09-29
QSR,"Restaurant Brands International",66.62,-0.11,-0.16%,68.35,66.56,1769800,2023-09-29
MAR,"Marriot Int Cl A",196.56,-2.99,-1.50%,199.79,195.29,1764500,2023-09-29
OTIS,"Otis Worldwide Corp",80.31,-0.16,-0.20%,81.15,79.97,1764000,2023-09-29
WEC,"Wisconsin Energy Corp",80.55,0.67,+0.84%,81.06,79.98,1760900,2023-09-29
GNL,"Global Net Lease Inc",9.61,0.05,+0.52%,9.85,9.56,1760600,2023-09-29
SGML,"Sigma Lithium Corp",32.44,0.35,+1.09%,33.1,31.88,1752600,2023-09-29
PNC,"PNC Bank",122.77,-0.06,-0.05%,124.82,122.45,1749600,2023-09-29
JBGS,"Jbg Smith Properties",14.46,0.17,+1.19%,14.77,14.36,1749600,2023-09-29
IOT,"Samsara Inc Cl A",25.21,0.21,+0.84%,25.71,24.94,1749200,2023-09-29
MAT,"Mattel Inc",22.03,-0.09,-0.41%,22.3,21.93,1745300,2023-09-29
PXD,"Pioneer Natural Resources Company",229.55,-4.64,-1.98%,234.33,229.15,1744800,2023-09-29
SBRA,"Sabra REIT",13.94,-0.06,-0.43%,14.19,13.86,1744000,2023-09-29
BIDU,"Baidu Inc ADR",134.35,1.9,+1.43%,136.53,134.12,1741600,2023-09-29
NRG,"NRG Energy",38.52,0.24,+0.63%,38.82,38.11,1731700,2023-09-29
EXAS,"Exact Sciences Cor",68.22,-0.94,-1.36%,70.84,67.7,1730800,2023-09-29
NNDM,"Nano Dimension ADR",2.72,0.04,+1.49%,2.79,2.68,1730200,2023-09-29
ANET,"Arista Networks Inc",183.93,-0.5,-0.27%,188.55,182.96,1728100,2023-09-29
HZNP,"Horizon Therapeutics",115.69,0,0.00%,115.75,115.66,1725200,2023-09-29
CB,"Chubb Ltd",208.18,-4.09,-1.93%,212.04,206.93,1716300,2023-09-29
KMB,"Kimberly-Clark Corp",120.85,-0.75,-0.62%,122.26,120.36,1710200,2023-09-29
NDAQ,"Nasdaq Inc",48.59,-0.33,-0.67%,49.27,48.34,1708200,2023-09-29
CIM,"Chimera Investment Corp",5.46,0.1,+1.87%,5.57,5.41,1706900,2023-09-29
EVLV,"Evolv Technologies Hldgs Inc",4.86,0.07,+1.46%,4.9,4.76,1702400,2023-09-29
TXT,"Textron Inc",78.14,-0.55,-0.70%,79.31,77.95,1700200,2023-09-29
LNZA,"Lanzatech Global Inc",4.67,-0.63,-11.89%,5.5,4.01,1695400,2023-09-29
FLR,"Fluor Corp",36.7,0.08,+0.22%,37.14,36.28,1694500,2023-09-29
RMD,"Resmed Inc",147.87,-2.18,-1.45%,151.78,147.4,1693900,2023-09-29
PAYX,"Paychex Inc",115.33,-1.79,-1.53%,118.07,114.8,1691400,2023-09-29
CYTK,Cytokinetics,29.46,-1.34,-4.35%,31.09,29.25,1689200,2023-09-29
TNGX,"Tango Therapeutics Inc",11.26,0.38,+3.49%,11.48,10.85,1688100,2023-09-29
LYB,"Lyondellbasell Industries NV",94.7,0.16,+0.17%,95.56,94.14,1682700,2023-09-29
IRM,"Iron Mountain Inc",59.45,-0.42,-0.70%,60.96,59.36,1682000,2023-09-29
CM,"Canadian Imperial Bank of Commerce",38.61,-0.47,-1.20%,39.45,38.57,1679400,2023-09-29
OGE,"Oge Energy Corp",33.33,0.15,+0.45%,33.66,33.06,1677200,2023-09-29
FNGR,"Fingermotion Inc",6.21,0.46,+8.00%,6.78,5.66,1672500,2023-09-29
OPCH,"Option Care Health Inc",32.35,-0.66,-2.00%,33.29,32.22,1672000,2023-09-29
WB,"Weibo Corp ADR",12.54,0.04,+0.32%,12.77,12.31,1670700,2023-09-29
AER,"Aercap Holdings N.V.",62.67,-0.46,-0.73%,63.48,62.5,1670100,2023-09-29
MNKD,"Mannkind Corp",4.13,0.02,+0.49%,4.2,4.1,1669200,2023-09-29
STT,"State Street Corp",66.96,-0.6,-0.89%,68.25,66.84,1665300,2023-09-29
MKC,"Mccormick & Company",75.64,0.99,+1.33%,76.13,75.01,1661700,2023-09-29
TOL,"Toll Brothers Inc",73.96,-0.43,-0.58%,75.49,73.3,1658700,2023-09-29
LSCC,"Lattice Semicond",85.93,1.29,+1.52%,87.19,85.31,1657800,2023-09-29
MUR,"Murphy Oil Corp",45.35,-0.85,-1.84%,46.29,45.26,1655700,2023-09-29
ZTO,"Zto Express Cayman Inc ADR",24.17,0.17,+0.71%,24.45,24.1,1652600,2023-09-29
AVGO,"Broadcom Ltd",830.58,-1.42,-0.17%,844.04,822.91,1648100,2023-09-29
SFM,"Sprouts Farmers Market",42.8,-0.01,-0.02%,43.29,42.44,1645400,2023-09-29
BMRN,"Biomarin Pharmaceuticals",88.48,-0.77,-0.86%,89.94,88.34,1643400,2023-09-29
ASPN,"Aspen Aerogels Inc",8.6,0.28,+3.37%,8.78,8.41,1642800,2023-09-29
WBS,"Webster Financial Corp",40.31,0.7,+1.77%,41.01,39.98,1633900,2023-09-29
IRT,"Independence Realty Trust Inc",14.07,0,0.00%,14.34,13.94,1627200,2023-09-29
RVNC,"Revance Therapeutics",11.47,-0.28,-2.38%,12.05,11.28,1625900,2023-09-29
NTRA,"Natera Inc",44.25,-1.07,-2.36%,46.55,43.44,1625600,2023-09-29
SBS,"Cia DE Saneamento Basico Do Estado ADR",12.12,0.47,+4.03%,12.24,12.03,1623100,2023-09-29
BJ,"Bj's Wholesale Club Holdings Inc",71.37,-0.92,-1.27%,72.81,71.33,1623000,2023-09-29
OPI,"Office Properties Income Trust",4.1,-0.15,-3.53%,4.49,4.07,1619300,2023-09-29
EVA,"Enviva Partners LP",7.47,0.33,+4.62%,7.64,7.17,1617200,2023-09-29
BTBT,"Bit Digital Inc",2.14,-0.03,-1.38%,2.26,2.13,1615700,2023-09-29
GOTU,"Gaotu Techedu Inc ADR",2.76,0.11,+4.15%,2.86,2.72,1611600,2023-09-29
MAS,"Masco Corp",53.45,-0.87,-1.60%,54.76,53.29,1610000,2023-09-29
TS,"Tenaris S.A. ADR",31.6,-0.47,-1.47%,32.01,31.49,1609700,2023-09-29
RXT,"Rackspace Technology Inc",2.35,0.06,+2.62%,2.42,2.27,1608600,2023-09-29
CAN,"Canaan Inc ADR",1.82,0.08,+4.60%,1.835,1.765,1607000,2023-09-29
FERG,"Ferguson Plc",164.47,-3.53,-2.10%,167.9,164.17,1601600,2023-09-29
MVIS,Microvision,2.19,0,0.00%,2.28,2.14,1601400,2023-09-29
CSGP,"Costar Group Inc",76.89,0.08,+0.10%,78.07,76.53,1599900,2023-09-29
FLS,"Flowserve Corp",39.77,0.3,+0.76%,40.97,39.64,1584500,2023-09-29
EGHT,"8X8 Inc",2.52,0.04,+1.61%,2.59,2.51,1584500,2023-09-29
SID,"Companhia Siderurgica Nacional ADR",2.39,0.03,+1.27%,2.42,2.38,1583200,2023-09-29
RUM,"Rumble Inc",5.1,-0.28,-5.20%,5.42,5.04,1582500,2023-09-29
NXT,"Nextracker Inc Cl A",40.16,0.66,+1.67%,41.63,39.44,1581200,2023-09-29
JEF,"Jefferies Financial Group Inc",36.63,-0.29,-0.79%,37.46,36.41,1580800,2023-09-29
SNV,"Synovus Financial Corp",27.8,0.43,+1.57%,28.33,27.68,1576500,2023-09-29
CNI,"Canadian National Railway",108.33,-1.32,-1.20%,111.82,108.18,1572800,2023-09-29
VIST,"Vista Energy S.A.B. DE C.V. ADR",30.39,-0.71,-2.28%,31.79,29.71,1571700,2023-09-29
PEB,"Pebblebrook Hotel Trust",13.59,-0.21,-1.52%,13.99,13.51,1569300,2023-09-29
GATO,"Gatos Silver Inc",5.18,0.04,+0.78%,5.43,5.07,1566100,2023-09-29
KRG,"Kite Realty Group Trust",21.42,-0.16,-0.74%,21.96,21.17,1565500,2023-09-29
LMND,"Lemonade Inc",11.62,-0.07,-0.60%,12.08,11.31,1564900,2023-09-29
BG,"Bunge Ltd",108.25,-2.36,-2.13%,110.61,107.96,1560800,2023-09-29
CSTM,"Constellium N.V.",18.2,0.14,+0.78%,18.7,18.01,1560600,2023-09-29
RDN,"Radian Group Inc",25.11,-0.24,-0.95%,25.41,24.99,1559900,2023-09-29
MDB,"Mongodb Inc Cl A",345.86,2.75,+0.80%,360.88,345.42,1559200,2023-09-29
PHM,Pultegroup,74.05,-0.72,-0.96%,75.68,73.46,1559000,2023-09-29
ASO,"Academy Sports and Outdoors Inc",47.27,0.26,+0.55%,48.46,47.14,1557900,2023-09-29
HOUS,"Anywhere Real Estate Inc",6.43,-0.33,-4.88%,6.93,6.34,1551800,2023-09-29
BGC,"Bgc Partners Cl A",5.28,-0.1,-1.86%,5.44,5.26,1548500,2023-09-29
ST,"Sensata Technologies Holding N.V.",37.82,-0.4,-1.05%,38.62,37.8,1545500,2023-09-29
NTAP,"Netapp Inc",75.88,-0.37,-0.49%,76.84,75.61,1545100,2023-09-29
NNN,"NNN REIT Inc",35.34,0.15,+0.43%,35.79,35.12,1541900,2023-09-29
BBIO,"Bridgebio Pharma Inc",26.37,-0.76,-2.80%,27.39,26.07,1540300,2023-09-29
OI,"O-I Glass Inc",16.73,-0.32,-1.88%,17.35,16.69,1539700,2023-09-29
APP,"Applovin Corp Cl A",39.96,0.22,+0.55%,40.53,39.61,1539200,2023-09-29
WTI,"W&T Offshore",4.38,-0.06,-1.35%,4.46,4.36,1537300,2023-09-29
IREN,"Iris Energy Ltd",3.71,-0.06,-1.59%,4,3.64,1536200,2023-09-29
AVD,"American Vanguard Corp",10.93,0.06,+0.55%,10.96,10.2,1534800,2023-09-29
ZETA,"Zeta Global Holdings Corp Cl A",8.35,0.31,+3.86%,8.37,7.99,1530500,2023-09-29
HCA,"Hca Holdings Inc",245.98,-4.67,-1.86%,250.93,244.8,1529100,2023-09-29
ALK,"Alaska Air Group",37.08,0.25,+0.68%,37.43,36.83,1522900,2023-09-29
FND,"Floor & Decor Holdings Inc",90.5,1.01,+1.13%,92.31,90.04,1520700,2023-09-29
VCNX,"Vaccinex Inc",1.13,-0.38,-25.17%,1.16,1.03,1520000,2023-09-29
BRY,"Berry Pete Corp",8.2,-0.41,-4.76%,8.6,8.18,1519700,2023-09-29
DV,"Doubleverify Holdings Inc",27.95,0.11,+0.40%,28.65,27.92,1519100,2023-09-29
ADT,"ADT Inc",6,-0.12,-1.96%,6.15,5.97,1515600,2023-09-29
PRAX,"Praxis Precision Medicines Inc",1.71,0.06,+3.64%,1.75,1.62,1512100,2023-09-29
NKTR,"Nektar Therapeutics",0.5956,-0.0144,-2.36%,0.616,0.5818,1511500,2023-09-29
ABCL,"Abcellera Biologics Inc",4.6,-0.06,-1.29%,4.75,4.57,1510700,2023-09-29
LULU,"Lululemon Athletica",385.61,6.61,+1.74%,389.96,382.2,1509200,2023-09-29
SRC,"Spirit Realty Capital Inc",33.53,0.23,+0.69%,34.08,33.3,1506000,2023-09-29
DEA,"Easterly Government Properties",11.43,-0.21,-1.80%,11.88,11.37,1505000,2023-09-29
PGRE,"Paramount Group Inc",4.62,0.02,+0.43%,4.73,4.57,1504900,2023-09-29
ALTO,"Alto Ingredients Inc",4.42,0,0.00%,4.58,4.39,1501000,2023-09-29
INTU,"Intuit Inc",510.94,-1.3,-0.25%,524.12,507.98,1499600,2023-09-29
ZTS,"Zoetis Inc Cl A",173.98,-0.03,-0.02%,175.59,173.79,1498500,2023-09-29
MTN,"Vail Resorts",221.89,-20.36,-8.40%,241.6,221.66,1498300,2023-09-29
CUBE,Cubesmart,38.13,-0.53,-1.37%,38.79,37.72,1497900,2023-09-29
HROW,"Harrow Inc",14.37,0.02,+0.14%,14.49,14,1495600,2023-09-29
ANF,"Abercrombie & Fitch Company",56.37,0.32,+0.57%,56.79,55.61,1495600,2023-09-29
IQV,"Iqvia Holdings Inc",196.75,-0.95,-0.48%,201.1,195.7,1489500,2023-09-29
SAVE,"Spirit Airlines Inc",16.5,0.42,+2.61%,16.54,16.09,1486900,2023-09-29
TAST,"Carrols Rstrnt Group",6.59,0.06,+0.92%,6.82,6.46,1482900,2023-09-29
MLGO,"Microalgo Inc",2.86,0.58,+25.44%,3.14,2.24,1479500,2023-09-29
NEO,"Neogenomics Inc",12.3,-0.21,-1.68%,12.68,11.9,1478800,2023-09-29
SPOT,"Spotify Technology S.A.",154.64,1.11,+0.72%,158.9,154.52,1477500,2023-09-29
HRB,"H&R Block",43.06,-0.03,-0.07%,43.89,43.02,1475300,2023-09-29
TTE,"Totalenergies Se ADR",65.76,-1.08,-1.62%,66.93,65.49,1475200,2023-09-29
LIN,"Linde Plc",372.35,-1.14,-0.31%,376.87,371.95,1474200,2023-09-29
TGNA,"Tegna Inc",14.57,-0.11,-0.75%,14.8,14.51,1473500,2023-09-29
STLD,"Steel Dynamics Inc",107.22,1.27,+1.20%,107.67,105.94,1472800,2023-09-29
NABL,"N-Able Inc",12.9,0.1,+0.78%,13.01,12.83,1472600,2023-09-29
